Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GSM1426175	0.00423297553328006	0.0852742275963053	0.11595868213875	0.298731850412737	0	0.0571362527303384	0	0	0.0918408848725944	0	0	0.0493170091660207	0.052275902558946	0.0439696148289455	0	0.0865740204626065	0	0	0.114688579699476	0	0	0	9999	0.116044048905735	1.04697225788064
GSM1426176	0	0.0749535862111795	0.093036624164689	0.235150658979656	0	0.0534703395449015	0	0	0.0588067602225786	0	0.0208750671854786	0.0166569140975813	0.0196425160367436	0.0158495963353022	0	0.187746396039168	0	0.0080313656062648	0.215780175576457	0	0	0	9999	0.169272957212423	1.01593128791728
GSM1426177	0.095615820337989	0.0270380101349027	0.10918863990753	0.294537724317639	0	0.0343917860807787	0	0	0.0836676273844769	0	0.0955914445208757	0	0.034066193536158	0.0349954570557947	0	0.130260909230156	0	0.0145393349869206	0.0254862906763997	0.0206207618303799	0	0	9999	0.131129283565837	1.04472608162744
GSM1426178	0	0.105658122485063	0.100562554283639	0.212811001125948	0	0.0854420702335088	0.0346379012498041	0	0.108111098985383	0	0.101150694624488	0	0.0527972256634225	0.0410633305541927	0.0846457190880333	0.0284543933726943	0	0	0.0263931953396426	0.0182726929941804	0	0	9999	0.229390730496916	0.999385000569522
GSM1426179	0.0747397459811158	0.174024451320038	0.0627554006846915	0.30773347307635	0	0	0	0.0275766831331109	0.10604240401925	0	0.0177834725614501	0.0149968489257529	0.0372441194616587	0.088880162805762	0	0.0446450858765087	0	0.0211310592516558	0.0218511311919387	0.00059596171071705	0	0	9999	0.204304926332641	1.01806003605103
GSM1426180	0	0.152220900618387	0.113458767689442	0.285277883766704	0	0.0201103005555604	0	0	0.0729717192156192	0	0.0608514002832733	0	0.0384545311721895	0.0536115902319353	0	0.124860971703364	0	0.037112782977486	0.0410691517860397	0	0	0	9999	0.174039775103761	1.02223141956867
GSM1426181	0	0.0314244148410921	0.127697054556936	0.308385354894201	0	0	0	0	0.132425890184973	0	0.0279491001176875	0.03570139783602	0.0750338187779976	0.0440171177501743	0	0.110969653877557	0	0.000403092512034736	0.100207983607745	0	0.00578512104358198	0	9999	0.0849433281179764	1.05636130075452
GSM1426182	0.0306936652041105	0.00451590629238214	0.100476621990697	0.291098237108896	0	0.0253372860394229	0	0	0.070897651348229	0	0.0377089146351163	0.0208186738214943	0.046758127392908	0.0719227446478064	0	0.0640207290981358	0	0	0.235751442420801	0	0	0	9999	0.11947224669242	1.04243913812068
GSM1426183	0	0.126233805716065	0.126653682469682	0.345587137564774	0	0	0	0.00552688098071961	0.0510348676326283	0	0.0634315786478198	0	0.0589459480152891	0.0307668612191945	0	0.154603348990095	0	0.0218677741325322	0.0153481146312012	0	0	0	9999	0.0994605295377837	1.0604410802339
GSM1426184	0.070653341619325	0.0119836430436132	0.175448148306286	0.34531992293761	0	0.113421854717363	0	0.0287674459267702	0.0766233198050078	0	0	0.0710480133385903	0	0.0221573399975293	0	0.0437832072109408	0	0.0123438562536177	0.0284499068433465	0	0	0	9999	0.16406116302271	1.05521112493964
GSM1426185	0	0.234558044980262	0.0671093453542758	0.261385624055434	0	0.0694642773575678	0	0	0.0656676323385906	0	0.0312451390757265	0.0175248373734609	0.0438924455166878	0.0463303604381632	0	0.0870556601241183	0	0.0119027397765806	0.063863893609133	0	0	0	9999	0.0653521663167919	1.0745759766526
GSM1426186	0.0608746385329285	0.0524111055984378	0.275960762585024	0.347308221881291	0	0.058794853976628	0	0.00388424423309503	0.0134445845420907	0	0.0652859939904359	0.0129751173843138	0	0.0485454839711234	0.0118678089619059	0.0396291332560816	0	0	0.000747191413242365	0.00514747970119991	0.00312337997220311	0	9999	0.306590183825534	0.991197972341718
GSM1945759	0.0191594870630834	0.051459572601949	0.0980036649096395	0.19782123743492	0	0.042329096559978	0	0	0.0710815020783938	0	0.0622237674323415	0	0	0.206938312949679	0.132812773616401	0.0334378532504285	0	0.027942703143469	0.00585551113735161	0.0014237937471298	0	0.0495107240752356	9999	0.0970126883070056	1.06200136867944
GSM1945760	0.0332802774373767	0.0316701257094361	0.065574867630904	0.0545348913144364	0	0.264841444172518	0.00500518689768073	0	0.0239131445951543	0	0.104046558965964	0	0	0.196761336842376	0.114978300286072	0.0395073442141721	0	0.0478526475689922	0.00504334519529682	0.00813356988192163	0	0.00485695928769912	9999	0.383808687744847	0.925578620660983
GSM1945761	0.00601778150774153	0.0113440238065595	0.142501560471767	0.193814682623858	0	0.137629257528821	0	0	0.112647152882557	0	0.0576268184912091	0.056207082037329	0.0464091155841277	0.0404916521390827	0.0497696250958619	0.0314266814282887	0	0.0363963207600448	0.0777182456427522	0	0	0	9999	0.0378971772135845	1.08308013189074
GSM1945762	0.0320529888476937	0.000268493457502416	0.181995056087935	0.348392421818266	0	0.153241361296057	0	0	0.108149419265435	0	0.0293045822485576	0.0307198252813186	0.00497883404201351	0.0479569789461794	0.015176367878507	0.00161030491266607	0	0.0279291643568383	0.0182242015610312	0	0	0	9999	0.093152111149783	1.09078056634953
GSM1945763	0	0.00356523355748808	0.173242023995776	0.377048959788017	0	0	0	0.0322239184295283	0.127917741158233	0	0.0208201909226039	0.0780121744512349	0.0848404098537925	0.0588741111824377	0	0	0	0.0222924608429473	0.0211627758179416	0	0	0	9999	0.00201826284659621	1.12515737483929
GSM1945764	0.111750694592424	0	0.135279151794421	0.27306819896064	0	0.156451983562507	0	0	0.0930020706990269	0	0.104737391613873	0	0.0221402294086993	0.0314937621956096	0.021855732930069	0.00649549738239686	0	0.0293886936372905	0	0.0102862074566386	0	0.00405038576640334	9999	0.0677443412172129	1.09447407520608
GSM1945765	0	0.0787117279420841	0.11718676877219	0.158967782375959	0	0.129740152868947	0.0215570686840083	0	0.0237840938969377	0	0.0897210761821755	0	0.0335527718724174	0.0595852405057251	0.0853888807218096	0.0931752265277373	0	0.0318215992901544	0.07067079815393	0	0	0.00613681220592431	9999	0.217570067582375	0.99663045664152
GSM1945766	0.0750061617784593	0.114389925163085	0.0763221009502885	0.123609631153611	0	0.119362604326124	0	0	0.00323165793090981	0	0.100831917814675	0	0.0467086323851075	0.166742101964052	0.0486230496205981	0	0	0.0719239146377879	0	0.0277461927077479	0	0.0255021095675531	9999	0.226744763739657	0.997417292077417
GSM1945767	0	0.0217571174422382	0.0954327571707037	0.287748667533526	0	0.0788790231101329	0	0.0381283545729169	0.113120305374684	0	0.0880484799207142	0	0.0422128768557705	0.136586891306242	0.00679843520639004	0	0	0.0193186906657031	0	0.0197208659066581	0	0.0522475349343205	9999	0.0361764110202885	1.08994659827931
GSM1945768	0.0376151847016726	0.0381620348862586	0.155375953188565	0.156716472509372	0	0.0880356729466936	0	0	0.0932033736099859	0	0.0896054143454924	0.00850889578830014	0	0.0523555416664325	0.0580358605236819	0.0635565253075047	0	0.0835434220595229	0.0147712279929881	0.0101325069987242	0	0.0503819134748051	9999	0.126447284595661	1.04251321365557
GSM1945769	0.0200801192918908	0.0434147855300367	0.117329109586282	0.305210352002521	0	0.0862854061121937	0	0	0.0972780822405568	0	0.0937838689310183	0	0.0376693731578846	0.0772653709843728	0.0328831707281737	0	0	0.0296582800804901	0.00887351354021028	0.0179878928341192	0	0.0322806749802499	9999	0.0289007181567945	1.09665099080438
GSM1945770	0.125037021468742	0.0483607461194791	0.0946991024384135	0.208588823569947	0	0.102137787806992	0	0	0.0525852642950585	0	0.10440371898604	0	0	0.0177419544491981	0.0350431433743029	0	0	0.0346983409212633	0	0.0784236844761398	0	0.0982804120944236	9999	0.14337331581872	1.04424056788798
GSM1945771	0.00379830548680744	0.066888629728586	0.157502724178901	0.226311708529118	0	0.00981647784204909	0	0	0.0526552724557655	0	0.0473182603451923	0.0219878121973061	0.0530404943289444	0.089403758822766	0.0853749848474584	0	0	0.107797802767795	0.0583237300900419	0	0	0.0197800383792698	9999	0.148068718481761	1.03561637807823
GSM1945772	0.0225529295747019	0.072019423480621	0.163510244664795	0.301131458701953	0	0.0495081730793211	0	0.00773546339892492	0.108020410859137	0	0.0376575000836051	0.0270232419233541	0.031504028716722	0.108301410329901	0.0142452640234007	0	0	0.0482854728483814	0	0.00850497831518176	0	0	9999	0.0923035870617138	1.07305348164656
GSM1945773	0.101476709595702	0.0609751824793419	0.064311947483109	0.108309441037466	0	0.0319273138809339	0	0.0548980266516496	0.0705525706676837	0	0.101480687223033	0	0	0.0782133699643703	0.0950732892588794	0	0	0.099443996323065	0	0.0115430987736745	0	0.121794366661093	9999	0.221785586716978	1.00318368897608
GSM1945774	0.0651358354823087	0.0301641679611625	0.0275721655963234	0.0716368041981063	0	0.093938274497115	0.000665316307382579	0	0.0768468243644599	0	0.134044106615081	0	0	0.222545751461727	0.0348034271053053	0	0	0.0669224400093098	0	0.0938726147115379	0	0.0818522716901805	9999	0.176929991520775	1.01997505041644
GSM1945775	0	0.145761756089204	0.196469574586542	0.254021326856264	0	0	0	0	0.1096956927541	0	0.0220156898623365	0.0511482425362017	0.0873010399619511	0.0865070145545362	0.00277132995272842	0	0	0.0279851794180791	0.0163231534280573	0	0	0	9999	0.1488338340707	1.05011148752556
GSM1945776	0.0970194762878796	0.142861432632265	0.0436538984916818	0.170626016089705	0	0	0	0	0.0709505048146647	0	0.0819908179060798	0	0.00372943783545235	0.19746478686225	0.174425503226116	0.00942143651751231	0	0	0.00785668933639281	0	0	0	9999	0.390099427139291	0.927981742731937
GSM1945777	0	0.0136379649244923	0.12830373369646	0.451276605988399	0	0	0	0.0336563878192726	0.123416977333377	0	0.0461691703869642	0.0298344743734511	0.0672964880839319	0.0327087308839596	0.0244118951513142	0	0	0.0308397334518663	0.0184478379065123	0	0	0	9999	0.00538588482038531	1.12882193562216
GSM1945778	0.0146634428258867	0.0184276280653098	0.0813404151130148	0.193387322004383	0	0.272360682954538	0.00383343108826875	0	0.101432106594695	0	0.12573842237807	0	0.0399402186756232	0.0127208304021874	0.0263181387096864	0	0.00281426397138548	0.0476050992576334	0	0.0471090365993423	0	0.0123089613599751	9999	0.0943395219917457	1.07437830688203
GSM1945779	0.0044747174368081	0.022005643210555	0.112521522732528	0.464777390800555	0	0	0	0.0152147904523944	0.0988857802897857	0	0.0303058975349721	0.0185191821707471	0.0461985559630329	0.109800764722921	0.000305778247268635	0	0	0.0152162714358714	0.0617737050025613	0	0	0	9999	0.0313246068765271	1.10514475122628
GSM1945780	0.13140034569239	0.00425899542971047	0.10637248831715	0.277696641534363	0	0.138346795883376	0	0	0.0842101109243787	0	0.114353319333547	0.0123942198688711	0.0516016167828419	0.0400752020618393	0.0258967270886869	0.00520070961742684	0	0	0.00819282746541827	0	0	0	9999	0.0595281382319565	1.09847418131235
GSM1945781	0.0648256497302574	0	0.169942641004811	0.384099137942622	0	0.113120850329147	0	0	0.0780874969304112	0	0.00221364129218677	0.05834530969191	0	0.040828601329799	0.0240779876796235	0.0127996647949649	0	0	0.0493238021449341	0	0	0.00233521712933292	9999	0.042530189128803	1.11463342281417
GSM1945782	0.0531849216030018	0.148430313586799	0.0543376470955461	0.1553000559722	0.0523468995410755	0.0260572195889466	0.0145969935172233	0	0.0218623957424403	0	0.0813371888917405	0	0.0181908235429832	0.192540727736906	0.0838343510701007	0.0122627813529986	0	0.0447433357059367	0	0.00224757275853526	0	0.0387267722935669	9999	0.642042959968268	0.787725595326149
GSM1945783	0	0.00111608241798184	0.10427135427582	0.408479100209458	0	0.0550372886211032	0	0.00210745270624542	0.0620004794317284	0	0.0898474673570065	0	0.0633303566721751	0.0425051987346718	0.038211322806596	0.0658742190700794	0	0.0367676251970775	0.0304520525000568	0	0	0	9999	0.0211463463262011	1.10424475814203
GSM1945784	0	0.0171992144744022	0.0261708650021342	0.032418456445795	0	0.174879095242828	0.0027945705295279	0	0	0	0.0571557581726354	0	0.00802861310969122	0.149913952625541	0.143239750870073	0.0257877970488654	0	0.11472167347832	0	0.057156847764155	0	0.190533405236032	9999	0.505670860917532	0.862496787454414
GSM1945785	0.111039841737714	0.0761728683990655	0.0378683763341429	0.0752234393805762	0.0699648969742412	0.128791047042717	0.0191166168302687	0	0.021634233286856	0	0.0869130452251326	0	0.0231523129087603	0.182629487559203	0.106948913222256	0.00163111848898884	0	0.0515670126197471	0.00056394558561008	0	0	0.00678284440472089	9999	0.523583925855522	0.853579279452361
GSM1945786	0.104325265285209	0.0313147700207541	0.151884756130811	0.227745966648406	0	0.145144055257346	0	0	0.0369357654667966	0	0.0342495992435227	0.0369220278977153	0.0159811722697878	0.0901004323763196	0.0581457598601884	0	0	0.0269367695227427	0.0330546565485977	0	0	0.00725900347180354	9999	0.126988218542501	1.05413160950851
GSM1945787	0	0.0570999066440014	0.104941758835372	0.144685659178784	0	0.166280781489573	0	0	0.0495450119050178	0	0.0687643545996078	0	0.0687766571105404	0.0616397267854291	0.0570064764839376	0.0938143285974815	0	0.031838505019634	0.0956068333506213	0	0	0	9999	0.087214535186957	1.0439444267741
GSM1945788	0.024748618864651	0.0234428904186816	0.137664373774462	0.223267568593869	0	0.126606553107213	0	0	0.0143681159117867	0	0.010602701244278	0.0632363290805975	0.0731602183938165	0.143339660525254	0.0761824505286064	0	0	0.0341865091710994	0.0491940103856844	0	0	0	9999	0.116194765059681	1.04708991594583
GSM1945789	0.0159185792931472	0	0.200701596547787	0.3067235526026	0	0.13664518327649	0	0	0.0215877367820484	0	0.00435621843873773	0.0365379160442854	0.0358134883858711	0.0241411733949746	0.0466038756244679	0.0270681454289416	0	0	0.134352911384068	0	0	0.00954962279658098	9999	0.241065711098925	0.999852635748251
GSM1945790	0.0484398695497424	0.0592292013585994	0.158186341184779	0.228598368270339	0	0.192551057440155	0	0	0.0524249236326361	0	0.0422781026582591	0.0352518448665747	0.0160979084388915	0.0704459223179576	0.0363462522333974	0	0	0.0422110704216453	0.012773356440847	0	0	0.00516578118617637	9999	0.0941623721010414	1.07422263930083
GSM1945791	0.0453256933995605	0.080824167239486	0.117162038672222	0.159143500625891	0	0.0762910008448286	0.00469413807278304	0	0.118476790987837	0	0.120858542697506	0	0	0.0410226877981709	0.023363579003777	0.053409555842033	0	0.0594833051129145	0	0.0849556722848067	0	0.0149893274181829	9999	0.187487567949849	1.0171932089729
GSM1945792	0.0428141317386641	0.100561502372231	0.133945765046869	0.0755558027805355	0	0.0361018761999767	0	0.0819055934773475	0.0292874274601237	0	0.0494387143787279	0	0	0.186629834752521	0.0951427799631535	0.0141084725416611	0	0.0278862695393865	0.00404055574544632	0.0239393847623124	0	0.0986418892410435	9999	0.400245926015674	0.917410794695446
GSM1945793	0.0213153451321069	0.0551012850570147	0.0623703774881735	0.0461024793210009	0	0.113504237476812	0.0301027696568936	0	0	0	0.0943272987797455	0	0.00479907549230201	0.261368255865629	0.19639802802547	0.0151912305685182	0	0.0150817185918034	0	0.0253868364674771	0	0.0589510620770533	9999	0.505886450612427	0.861971924385319
GSM1945794	0	0.0106576202666642	0.155178596011164	0.293041260973248	0	0.176981961975966	0	0	0.0161119240153173	0	0.069126843392129	0	0.0424400668297922	0.0912935435416203	0.0216995545865898	0.0577873346240648	0	0.00796464664462729	0.0339066479228806	0.00282883471074729	0	0.0209811645051889	9999	0.0965326667017255	1.06290566980804
GSM1945795	0.0260545332909111	0.0452940994251366	0.13019984781467	0.187290347574331	0	0.0533079800331311	0	0	0.0831572568057204	0	0.106520101992866	0	0	0.188302341999376	0.0270114434602721	0	0	0.0267926499546373	0	0.107504837791027	0	0.0185645598579218	9999	0.142692579752738	1.03846725425195
GSM1945796	0.0986891886303424	0.112095051934687	0.17255573231389	0.174798724444716	0	0.234999342368623	0	0	0.0426037731472485	0	0.00456244278032277	0	0	0.0369322383747956	0.00443842783490635	0.0482003449942314	0	0.0477188199398928	0	0.0224059132363441	0	0	9999	0.205448283493982	1.02707159670173
GSM1945797	0	0.0372557115108283	0.101333004544217	0.165411589364872	0	0.149971631089399	0.0221829539979087	0	0.0700781674129512	0	0.0828885868753524	0	0.00412106249710613	0.195337736286378	0.0601733211802903	0	0	0.0441643060804805	0.0156114860184028	0	0	0.0514704431418145	9999	0.113802784004013	1.046417412852
GSM1945798	0.0163236644036953	0.0393802086859737	0.0980925610300364	0.179602023878839	0	0.237395911817871	0	0	0	0	0.0734432288494385	0	0.0126049539937569	0.177645343869508	0.0361997683310637	0	0	0.0393840588178333	0.0351275574272217	0	0	0.0548007188947617	9999	0.0870670396828312	1.05881665701413
GSM1945799	0.0646399557460968	0	0.10783143439423	0.266236345491289	0	0.222231156211768	0	0	0	0	0.0302996566550922	0.00595548314438314	0.0222327380505022	0.139267465183835	0.0405815456056937	0	0	0.0352425165676231	0.0492464835530307	0	0	0.016235219396456	9999	0.0989184005878859	1.05873184167647
GSM1945800	0.021753765267215	0	0.164775114131303	0.178078699990421	0	0.146259719354748	0	0	0.101978710372761	0	0.0896494065746168	0.00938390509390154	0.0456628777929942	0.131677090072468	0.0319800324396208	0	0	0.0510858094251613	0.025895520807308	0.00181934867748229	0	0	9999	0.0737236972532092	1.06743755965804
GSM1945801	0.120335574066277	0.0753522671055232	0.167021560770608	0.226813787707894	0	0.0924388216558888	0	0	0.0362040667579158	0	0	0.022565674353432	0.0230275977244725	0.0035753265542865	0.0079279117774684	0.167200491218307	0	0.00951513060093145	0.0480217897069954	0	0	0	9999	0.143856844077659	1.04565912415498
GSM1945802	0.0210260580799905	0.0482709530250124	0.0827883655643209	0.134576645116671	0	0.163330785667357	0.00472757117579395	0	0.0172249057892528	0	0.0821809096229018	0	0	0.108369285347567	0.116065928747646	0	0	0.133147974780926	0	0.0332051657554718	0	0.0550854513270896	9999	0.264185555728282	0.986202194581711
GSM1945803	0.0413303148448698	0.0902780116155524	0.0815424170830145	0.101740809409734	0	0.172032027595773	0.0389437546777909	0	0	0	0.0994632400352805	0	0.00431643901673204	0.104680331340308	0.174795553523181	0.0301638181602658	0	0.0354475198718415	0	0	0	0.0252657628256573	9999	0.337552330298707	0.952950195016986
GSM1945804	0	0.121761253917074	0.0788772391609503	0.0732075614132457	0	0.199562042299984	0.00528359535221164	0	0	0	0.077502606379972	0	0	0.140186601697595	0.130120673808202	0	0	0.060116447026213	0	0.0278724924766857	0	0.0855094864678659	9999	0.505269547666783	0.863282331326351
GSM1945805	0.0245965118764193	0.0900182342636045	0.0950237466412093	0.0796692198831341	0	0.231160459299213	0	0	0.0157718514123387	0	0.0876354670370884	0	0	0.151015895120462	0.182084183097355	0.0219940170696452	0	0	0.0105375841043014	0.010492830195229	0	0	9999	0.4820182530369	0.875450048286118
GSM1945806	0.0114868902076533	0.00947112818226576	0.153587336226654	0.221847950848918	0	0.140179185569262	0	0.0254053095652116	0.042561458094913	0	0.048646982254142	0	0	0.0237427589208721	0.0406729435461949	0.0832675541212856	0	0.0849542787032438	0	0.0540474722229264	0	0.0601287515364578	9999	0.116835399220718	1.04534704492192
GSM1945807	0.00511952838950727	0.0187143227481125	0.122431831114389	0.404444652927421	0	0.145761114474249	0	0	0.0534214854619427	0	0.0633035025575745	0	0.0653352342470041	0.0540489618778406	0.0256214809312467	0	0	0.00720632079032187	0	0.0345915644803908	0	0	9999	0.0222077102503563	1.1172349645478
GSM1945808	0.0977694348547663	0.219678797322595	0.0475355307996791	0.151965540662899	0	0.0276623068240215	0	0	0	0	0.0625739041636554	0	0	0.129515405313488	0.13655262047416	0	0	0.0650456887097935	0	0.0451382338621019	0	0.0165625370128417	9999	0.294058538949439	0.980462433388365
GSM1945809	0.0472794742379767	0.109248679042429	0.120186921777575	0.178581610666061	0	0.14350158327549	0	0	0.016079983683855	0	0.0883254829732943	0	0	0.0496216269284648	0.102975115956715	0.0381772433983892	0	0.0297787187869306	0	0.0393006291898051	0	0.0369429300830147	9999	0.198593940105566	1.01804491032276
GSM1945810	0	0.0145082029693235	0.175267490637106	0.254352960494436	0	0.0658669192400848	0	0	0.0892010109576756	0	0.00735728408817678	0.10679459909833	0.0534024338932672	0.0791033262501752	0	0.0323589005701422	0	0.03015016161055	0.0916367101907329	0	0	0	9999	0.00830714745610741	1.10180166878587
GSM1945811	0	0.0775744385298101	0.184583377714205	0.357542559510702	0	0	0	0	0.0786950423523017	0	0.0483107189595129	0.0529048186329921	0.0727846058757077	0.112009918150187	0.00194926149729009	0	0	0.00356319890686032	0.0100820598704305	0	0	0	9999	-0.00288016535445764	1.12704762851022
GSM1945812	0	0.0207107249324815	0.131784537327098	0.266048888442281	0	0.112486311501425	0	0	0.0805667886233373	0	0.0794025346805197	0	0.0424075431509752	0.152026300489864	0.0375915409498433	0.0162368619818106	0	0.0296710743126429	0.0310668936077209	0	0	0	9999	0.0547057801564593	1.07640302515252
GSM1945813	0.0899766855886119	0.0406218385681498	0.0923959842610303	0.235654490040611	0	0.105689225317246	0.0385607356837171	0.0275111345883109	0.0107485540221491	0	0.0944696429104222	0	0.0435348006170165	0.127934851862761	0.0621906989346583	0	0	0.0108606501770925	0.0198507074282238	0	0	0	9999	0.138536210324114	1.04048515999365
GSM1945814	0.0735073794624555	0.125252993815135	0.120575049214339	0.236213428101726	0	0	0	0	0.114285721961077	0	0.0895214550502242	0	0.0337917679581172	0.0813530277283926	0.0333843696459242	0	0	0.060357826334991	0	0.0317569807276175	0	0	9999	0.103958915082885	1.06312772679853
GSM1945815	0.197164968702436	0.0918977738151193	0.110612677925586	0.215529048368084	0	0.0586897130990204	0	0	0.0466779894495842	0	0.086235990895164	0	0	0.021524806344233	0.00828550459373094	0.044275122088156	0	0.0402300909422546	0	0.0394579761236842	0	0.0394183376529481	9999	0.0736405359187535	1.08909036809685
GSM1945816	0.224904147141054	0	0.107153988034121	0.327842395761438	0	0.0850159000055293	0	0	0.0675130902125838	0	0.031485157575279	0.023863389269993	0	0.0620662442073716	0.00540426367892016	0.0130895793521325	0	0	0.0516618447615776	0	0	0	9999	0.0256166113265699	1.11821819541619
GSM1945817	0.0847781271316571	0.0194971774904479	0.187079823575715	0.403751282465718	0	0.0222494298525738	0	0	0.0636589524022541	0	0.00487686172853091	0.0760175208685999	0	0.0413762330879854	0	0.0635028495028257	0	0.00831897884532539	0.0248927630483666	0	0	0	9999	-0.00611504575347046	1.14078726381433
GSM1945818	0.0337721386967354	0.0855683190785613	0.127769504183383	0.331695361095947	0	0.117027811954936	0	0.0569078918498896	0	0	0.0771010935116513	0.000267815611826795	0.0426631446370481	0.0738754170235465	0.0029285526863522	0.00287234958445572	0	0.0219586578062745	0.0255919422793926	0	0	0	9999	0.0802499159360134	1.08378554336018
GSM1945819	0.0554865433816374	0.0206987438919224	0.172033025898442	0.32495094957035	0	0.122621018252272	0	0	0	0	0.0209282315943486	0.0464509033356788	0	0.0919904912105591	0.0555505654950335	0	0	0.044217644453285	0.0426423918633002	0	0	0.00242949105317115	9999	0.0631917252382371	1.09082778421384
GSM1945820	0.0360985270657065	0	0.174980363406218	0.279885813846789	0	0.136694631055967	0	0	0.0918046181416065	0	0.0666803415619822	0.0753326534543659	0.0126360470865129	0.0303332447607591	0	0.0224335422818164	0	0.00703826244382817	0.0660819548944483	0	0	0	9999	0.0170600423448565	1.12339490596537
GSM1945821	0	0.0692510742081788	0.129100117130247	0.322842186940785	0	0.0629251080947564	0	0.0124860682022991	0.0240777145463095	0	0.0843214555549953	0	0.0368722438476282	0.134488499221622	0.0231409948485944	0.0370119632143877	0	0.0142369549457803	0.0464719495511878	0	0	0.00277366969322797	9999	0.0448440989219616	1.08374736786626
GSM1945822	0	0	0.158951214354321	0.15450360087287	0	0.232746604959757	0	0	0.0741354014388214	0	0.0217327295363955	0.129308947391827	0.0289544174873588	0.0349757573445862	0.00468244097470125	0.0212535631246381	0	0.0202719752538779	0.118483347260846	0	0	0	9999	0.0108500595223736	1.10963810768074
GSM1945823	0.0900800818307785	0.150825244378682	0.0766730315358245	0.255170664060626	0	0.0549549117848378	0	0	0	0	0.0677624038492154	0	0	0.116184607082297	0.0735729572297285	0.0418416188326243	0	0.053247194953044	0.0196872844623417	0	0	0	9999	0.21631680975342	1.01134167697908
GSM1945824	0	0.131865406965882	0.118546033720581	0.333532781097851	0	0.0628175063203808	0	0	0.0621573325510289	0	0.0705169928659321	0.0273966652225691	0.0443169234104455	0.057089221302988	0.0119270517399929	0	0	0.0268360014314478	0.0529980833709006	0	0	0	9999	0.0219666270696751	1.10736716903849
GSM1945825	0.034675782424051	0	0.185136922062953	0.407577280946758	0	0.0398234403433461	0	0	0.128958152684138	0	0.0293935550506908	0.0268258752763503	0.0488294873015339	0.0481440986598583	0.0163212876265079	0	0	0	0.0343141176238124	0	0	0	9999	0.00463728084622505	1.12910006463917
GSM1945826	0.107762131710184	0.383146382602135	0	0.124493219073288	0.0450290796920019	0.0823162937599477	0.00388926998232041	0	0.0173915655547007	0	0.0488052522132526	0	0.0129338946139247	0.0983340104723623	0.00138832898703789	0.0432839240927682	0	0.0312266472460764	0	0	0	0	9999	0.353917614753155	0.95680570762984
GSM1945827	0.408452621603292	0	0.0243261148637234	0.300547649618847	0	0	0	0.0156748448606987	0.0835046643222621	0	0	0.0244080226180751	0.0312007796691569	0.0585242533064018	0	0.030442459541155	0	0.0168479232499812	0.00607066634640765	0	0	0	9999	0.118404523320148	1.08961800594348
GSM1945828	0	0.00724224017312597	0.133529723810508	0.406901571074418	0	0	0.0175977911703923	0	0.06102376696537	0	0.0379914175969829	0.0829261184663922	0.0411328305253483	0.0398453645269375	0	0.0554324461839561	0	0.00909745238600317	0.107279277120566	0	0	0	9999	-0.0117699795740431	1.12437675603635
GSM1945829	0.108996793539542	0	0.0626614856254701	0.364124660467843	0	0	0	0.0537232099393439	0.108686400345926	0	0.00591825381536166	0.070983219442638	0.0692155037524472	0.0826340233424383	0.00121387282582432	0.00673744638092882	0	0.0310274579249068	0.0340776725973301	0	0	0	9999	-0.0179342792542432	1.12047207233503
GSM1945830	0.0568565032316499	0.0970511916984126	0.0490864425108978	0.447631781237619	0	0.0184936520887834	0	0.0258414294587091	0.0787407991367548	0	0.0054786642038925	0.0189389952250989	0.0169487341510921	0.0713731017317583	0.0130300983099719	0.0439594273712578	0	0.00127771461810735	0.0552914650259946	0	0	0	9999	0.00832316241284936	1.11598753826102
GSM1945831	0.0303753115975021	0	0.104067897456043	0.387675704133969	0	0.0869744403261868	0	0	0.0850135823188691	0	0.0101706077814701	0.0740062836271298	0.0310266759796632	0.0620046541605637	0	0.0444793029052966	0	0	0.0842055397133067	0	0	0	9999	-0.0103646513473537	1.12387072240528
GSM1945832	0.116968712282885	0	0.171786359579485	0.300271473250784	0	0	0	0.00532045697282251	0.192801746666232	0	0.0535668212883157	0.0417307300399859	0	0.0647923592598164	0.00568045445616001	0.0427881873291608	0	0	0.00265821877934574	0.00163448009500728	0	0	9999	0.0297598696555629	1.11640302286768
GSM1945833	0.0510072799538464	0.255930463149385	0.0119386571844694	0.230340768231548	0	0.100423571983437	0	0	0.0737887169267941	0	0.107744513424664	0	0.0324912079730696	0.0571896690555669	0.00816649694545775	0.0445042385792576	0	0	0.0264744165925038	0	0	0	9999	0.162446682838665	1.04437042123361
GSM1945834	0.11705207518614	0.1340600318971	0.0803822214125918	0.290705323093669	0	0	0	0.0514374273502236	0.107572026974986	0	0.0625715399799561	0.0269040976868087	0.0435578564508264	0.064009021500455	0	0.00929588569501649	0	0.00342182742053039	0.00903066535169681	0	0	0	9999	0.0524856320873999	1.10244727564728
