"Mixture"	"Plasma cells"	"Monocytes"	"Eosinophils"	"Neutrophils"	"B cells"	"T cells"	"Macrophages"
"GSM1426146"	"0.560579025142095"	"0"	"0"	"0.0751989456001627"	"0.229854732163695"	"0"	"0.134367297094047"
"GSM1426147"	"0.649454516449415"	"0"	"0"	"0.159164478159021"	"0.10395081459286"	"0.00310856538972839"	"0.0843216254089755"
"GSM1426148"	"0.569037943293641"	"0.168539541261794"	"0"	"0"	"0.0347092705811483"	"0.126352326526427"	"0.10136091833699"
"GSM1426149"	"0.724308140272959"	"0"	"0"	"0.0571210361082923"	"0.125166265006019"	"0"	"0.0934045586127304"
"GSM1426150"	"0.172758704103159"	"0"	"0"	"0.0222416892365037"	"0.593941586410546"	"0.0538163827644631"	"0.157241637485328"
"GSM1426151"	"0.500124543393507"	"0.00674891001567463"	"0"	"0"	"0.3228157010538"	"0.0631652933715972"	"0.107145552165422"
"GSM1426152"	"0.315089876541989"	"0"	"0"	"0"	"0.402843162667028"	"0.0645068859028613"	"0.217560074888121"
"GSM1426153"	"0.474842624080494"	"0"	"0"	"0.0513579560228859"	"0.0525657545121541"	"0.0522422155046537"	"0.368991449879812"
"GSM1426154"	"0.28131595414454"	"0"	"0"	"0.0866418076315828"	"0.40011428491271"	"0.0486171346489293"	"0.183310818662238"
"GSM1426155"	"0.582230967994155"	"0"	"0"	"0.108629588528632"	"0.13273290464083"	"0.0171617761476066"	"0.159244762688776"
"GSM1426156"	"0.265754926016875"	"0"	"0"	"0.494099524041385"	"0.0990490765749632"	"0.0152012124993947"	"0.125895260867382"
"GSM1426157"	"0.615937957587121"	"0.0638313507452734"	"0"	"0"	"0.185275548229006"	"0"	"0.1349551434386"
"GSM1426158"	"0.168085602494795"	"0.0818296150121223"	"0"	"0.486819828666325"	"0.0288254987296007"	"0.0178734312720221"	"0.216566023825135"
"GSM1426159"	"0.597271210893422"	"0"	"0"	"0.0583316920037096"	"0.23798586315039"	"0.018422973428529"	"0.0879882605239497"
"GSM1426160"	"0.262219918605448"	"0"	"0"	"0.27455074642668"	"0.22686063777191"	"0.0317910061441144"	"0.204577691051848"
"GSM1426161"	"0.67837704270188"	"0"	"0"	"0.0833801490649635"	"0.0215665930736092"	"0.0482856623032735"	"0.168390552856274"
"GSM1426162"	"0.436244313714416"	"0"	"0"	"0.218443901597104"	"0.143215728649738"	"0.00553900156009644"	"0.196557054478645"
"GSM1426163"	"0.641431315513323"	"0"	"0"	"0.128294721824382"	"0.080999316555214"	"0.0309282050509175"	"0.118346441056163"
